icd11Code,icd11Chapter,icd11Title,icd10Code,icd10Chapter,icd10Title
1C1B.Y,01,Other specified forms of nocardiosis,A43.8,I,Other forms of nocardiosis
1C1B.Z,01,"Nocardiosis, unspecified",A43,I,Nocardiosis
1C1C,01,Meningococcal disease,A39,I,Meningococcal infection
1C1C.0,01,Meningococcal meningitis,A39.0,I,Meningococcal meningitis
1C1C.1,01,Waterhouse-Friderichsen syndrome,A39.1,I,Waterhouse-Friderichsen syndrome
1C1C.2,01,Meningococcaemia,A39,I,Meningococcal infection
1C1C.20,01,Acute meningococcaemia,A39.2,I,Acute meningococcaemia
1C1C.2Y,01,Other specified meningococcaemia,A39,I,Meningococcal infection
1C1C.2Z,01,"Meningococcaemia, unspecified",A39,I,Meningococcal infection
1C1C.Y,01,Other specified meningococcal disease,A39.8,I,Other meningococcal infections
1C1C.Z,01,"Meningococcal disease, unspecified",A39,I,Meningococcal infection
1C1D,01,Yaws,A66.9,I,"Yaws, unspecified"
1C1D.0,01,Primary yaws,A66.0,I,Initial lesions of yaws
1C1D.1,01,Secondary yaws,A66.7,I,Other manifestations of yaws
1C1D.2,01,Tertiary yaws,A66.9,I,"Yaws, unspecified"
1C1D.3,01,Latent yaws,A66.8,I,Latent yaws
1C1D.Z,01,"Yaws, unspecified",A66.9,I,"Yaws, unspecified"
1C1E,01,Pinta,A67.9,I,"Pinta, unspecified"
1C1E.0,01,Primary lesions of pinta,A67.0,I,Primary lesions of pinta
1C1E.1,01,Intermediate lesions of pinta,A67.1,I,Intermediate lesions of pinta
1C1E.2,01,Late lesions of pinta,A67.2,I,Late lesions of pinta
1C1E.3,01,Mixed lesions of pinta,A67.3,I,Mixed lesions of pinta
1C1E.Z,01,"Pinta, unspecified",A67.9,I,"Pinta, unspecified"
1C1F,01,Endemic non-venereal syphilis,A65,I,Nonvenereal syphilis
1C1G,01,Lyme borreliosis,A69.2,I,Lyme disease
1C1G.0,01,Early cutaneous Lyme borreliosis,A69.2,I,Lyme disease
1C1G.1,01,Disseminated Lyme borreliosis,A69.2,I,Lyme disease
1C1G.10,01,Lyme neuroborreliosis,A69.2,I,Lyme disease
1C1G.11,01,Lyme carditis,A69.2,I,Lyme disease
1C1G.12,01,Ophthalmic Lyme borreliosis,A69.2,I,Lyme disease
1C1G.13,01,Lyme arthritis,M01.2,XIII,Arthritis in Lyme disease
1C1G.14,01,Late cutaneous Lyme borreliosis,A69.2,I,Lyme disease
1C1G.1Y,01,Other specified disseminated Lyme borreliosis,A69.2,I,Lyme disease
1C1G.1Z,01,"Disseminated Lyme borreliosis, unspecified",A69.2,I,Lyme disease
1C1G.Y,01,Other specified Lyme borreliosis,A69.2,I,Lyme disease
1C1G.Z,01,"Lyme borreliosis, unspecified",A69.2,I,Lyme disease
1C1H,01,Necrotising ulcerative gingivitis,A69.0,I,Necrotizing ulcerative stomatitis
1C1H.0,01,Other Vincent infections,A69.0,I,Necrotizing ulcerative stomatitis
1C1H.Y,01,Other specified necrotising ulcerative gingivitis,A69.0,I,Necrotizing ulcerative stomatitis
1C1H.Z,01,"Necrotising ulcerative gingivitis, unspecified",A69.0,I,Necrotizing ulcerative stomatitis
1C1J,01,Relapsing fever,A68.9,I,"Relapsing fever, unspecified"
1C1J.0,01,Tick-borne relapsing fever,A68.1,I,Tick-borne relapsing fever
1C1J.1,01,Louse-borne relapsing fever,A68.0,I,Louse-borne relapsing fever
1C1J.Z,01,"Relapsing fever, unspecified",A68.9,I,"Relapsing fever, unspecified"
1C20,01,Chlamydial conjunctivitis,A74.0,I,Chlamydial conjunctivitis
1C21,01,Chlamydial peritonitis,K67.0,XI,Chlamydial peritonitis
1C22,01,Infections due to Chlamydia psittaci,A70,I,Chlamydia psittaci infection
1C23,01,Trachoma,A71,I,Trachoma
1C23.0,01,Initial stage of trachoma,A71.0,I,Initial stage of trachoma
1C23.1,01,Active stage of trachoma,A71.1,I,Active stage of trachoma
1C23.Y,01,Other specified trachoma,A71,I,Trachoma
1C23.Z,01,"Trachoma, unspecified",A71,I,Trachoma
1C2Y,01,Other specified diseases due to chlamydiae,A74.9,I,"Chlamydial infection, unspecified"
1C2Z,01,"Diseases due to chlamydiae, unspecified",A74.9,I,"Chlamydial infection, unspecified"
1C30,01,Typhus fever,A75.9,I,"Typhus fever, unspecified"
1C30.0,01,Epidemic louse-borne typhus fever due to Rickettsia prowazekii,A75.0,I,Epidemic louse-borne typhus fever due to Rickettsia prowazekii
1C30.1,01,Recrudescent typhus,A75.1,I,Recrudescent typhus [Brill disease]
1C30.2,01,Typhus fever due to Rickettsia typhi,A75.2,I,Typhus fever due to Rickettsia typhi
1C30.3,01,Typhus fever due to Orientia tsutsugamushi,A75.3,I,Typhus fever due to Rickettsia tsutsugamushi
1C30.Y,01,Other specified typhus fever,A75.9,I,"Typhus fever, unspecified"
1C30.Z,01,"Typhus fever, unspecified",A75.9,I,"Typhus fever, unspecified"
1C31,01,Spotted fever,A77.9,I,"Spotted fever, unspecified"
1C31.0,01,Spotted fever due to Rickettsia rickettsii,A77.0,I,Spotted fever due to Rickettsia rickettsii
1C31.1,01,Spotted fever due to Rickettsia conorii,A77.1,I,Spotted fever due to Rickettsia conorii
1C31.2,01,Spotted fever due to Rickettsia sibirica,A77.2,I,Spotted fever due to Rickettsia sibirica
1C31.3,01,Spotted fever due to Rickettsia australis,A77.3,I,Spotted fever due to Rickettsia australis
1C31.Y,01,Other specified spotted fever,A77.9,I,"Spotted fever, unspecified"
1C31.Z,01,"Spotted fever, unspecified",A77.9,I,"Spotted fever, unspecified"
1C32,01,Rickettsialpox,A79.1,I,Rickettsialpox due to Rickettsia akari
1C33,01,Q fever,A78,I,Q fever
1C3Y,01,Other specified rickettsioses,A79.8,I,Other specified rickettsioses
1C3Z,01,"Rickettsioses, unspecified",A79,I,Other rickettsioses
1C40,01,Campylobacteriosis,B96.8,I,Other specified bacterial agents as the cause of diseases classified to other chapters
1C41,01,Bacterial infection of unspecified site,A49,I,Bacterial infection of unspecified site
1C42,01,Melioidosis,A24,I,Glanders and melioidosis
1C43,01,Actinomycetoma,B47.1,I,Actinomycetoma
1C44,01,Non-pyogenic bacterial infections of the skin,L08.8,XII,Other specified local infections of skin and subcutaneous tissue
1C45,01,Toxic shock syndrome,A48.3,I,Toxic shock syndrome
1C45.0,01,Streptococcal toxic shock syndrome,A48.3,I,Toxic shock syndrome
1C45.1,01,Staphylococcal toxic shock syndrome,A48.3,I,Toxic shock syndrome
1C45.Y,01,Toxic shock syndrome due to other specified infectious agent,A48.3,I,Toxic shock syndrome
1C45.Z,01,Toxic shock syndrome without specified infectious agent,A48.3,I,Toxic shock syndrome
1C4Y,01,Other specified bacterial diseases,B96.8,I,Other specified bacterial agents as the cause of diseases classified to other chapters
1C4Z,01,Unspecified bacterial disease,B96.8,I,Other specified bacterial agents as the cause of diseases classified to other chapters
1C60,01,Human immunodeficiency virus disease associated with tuberculosis,B23.8,I,HIV disease resulting in other specified conditions
1C60.0,01,HIV disease clinical stage 1 associated with tuberculosis,B23.8,I,HIV disease resulting in other specified conditions
1C60.1,01,HIV disease clinical stage 2 associated with tuberculosis,B23.8,I,HIV disease resulting in other specified conditions
1C60.2,01,HIV disease clinical stage 3 associated with tuberculosis,B23.8,I,HIV disease resulting in other specified conditions
1C60.3,01,HIV disease clinical stage 4 associated with tuberculosis,B22.7,I,HIV disease resulting in multiple diseases classified elsewhere
1C60.30,01,Kaposi sarcoma associated with human immunodeficiency virus disease associated with tuberculosis,B22.7,I,HIV disease resulting in multiple diseases classified elsewhere
1C60.3Y,01,Other specified HIV disease clinical stage 4 associated with tuberculosis,B22.7,I,HIV disease resulting in multiple diseases classified elsewhere
1C60.3Z,01,"HIV disease clinical stage 4 associated with tuberculosis, unspecified",B22.7,I,HIV disease resulting in multiple diseases classified elsewhere
1C60.Z,01,"Human immunodeficiency virus disease associated with tuberculosis, clinical stage unspecified",B23.8,I,HIV disease resulting in other specified conditions
1C61,01,Human immunodeficiency virus disease associated with malaria,B23.8,I,HIV disease resulting in other specified conditions
1C61.0,01,HIV disease clinical stage 1 associated with malaria,B23.8,I,HIV disease resulting in other specified conditions
1C61.1,01,HIV disease clinical stage 2 associated with malaria,B23.8,I,HIV disease resulting in other specified conditions
1C61.2,01,HIV disease clinical stage 3 associated with malaria,B23.8,I,HIV disease resulting in other specified conditions
1C61.3,01,HIV disease clinical stage 4 associated with malaria,B22.7,I,HIV disease resulting in multiple diseases classified elsewhere
1C61.30,01,Kaposi sarcoma associated with human immunodeficiency virus disease associated with malaria,B22.7,I,HIV disease resulting in multiple diseases classified elsewhere
1C61.3Y,01,Other specified HIV disease clinical stage 4 associated with malaria,B22.7,I,HIV disease resulting in multiple diseases classified elsewhere
1C61.3Z,01,"HIV disease clinical stage 4 associated with malaria, unspecified",B22.7,I,HIV disease resulting in multiple diseases classified elsewhere
1C61.Z,01,"Human immunodeficiency virus disease associated with malaria, clinical stage unspecified",B23.8,I,HIV disease resulting in other specified conditions
1C62,01,Human immunodeficiency virus disease without mention of tuberculosis or malaria,B23.8,I,HIV disease resulting in other specified conditions
1C62.0,01,HIV disease clinical stage 1 without mention of tuberculosis or malaria,B23.8,I,HIV disease resulting in other specified conditions
1C62.1,01,HIV disease clinical stage 2 without mention of tuberculosis or malaria,B23.8,I,HIV disease resulting in other specified conditions
1C62.2,01,HIV disease clinical stage 3 without mention of tuberculosis or malaria,B23.8,I,HIV disease resulting in other specified conditions
1C62.3,01,HIV disease clinical stage 4 without mention of tuberculosis or malaria,B22.7,I,HIV disease resulting in multiple diseases classified elsewhere
1C62.30,01,Kaposi sarcoma associated with human immunodeficiency virus disease without mention of tuberculosis or malaria,B22.7,I,HIV disease resulting in multiple diseases classified elsewhere
1C62.3Y,01,Other specified HIV disease clinical stage 4 without mention of tuberculosis or malaria,B22.7,I,HIV disease resulting in multiple diseases classified elsewhere
1C62.3Z,01,"HIV disease clinical stage 4 without mention of tuberculosis or malaria, unspecified",B22.7,I,HIV disease resulting in multiple diseases classified elsewhere
1C62.Z,01,"Human immunodeficiency virus disease without mention of tuberculosis or malaria, clinical stage unspecified",B23.8,I,HIV disease resulting in other specified conditions
1C80,01,"Viral encephalitis, not elsewhere classified",A80-A89,I,Viral infections of the central nervous system
1C81,01,Acute poliomyelitis,A80.9,I,"Acute poliomyelitis, unspecified"
1C82,01,Rabies,A82.9,I,"Rabies, unspecified"
1C83,01,Western equine encephalitis,A83.1,I,Western equine encephalitis
1C84,01,Eastern equine encephalitis,A83.2,I,Eastern equine encephalitis
1C85,01,Japanese encephalitis,A83.0,I,Japanese encephalitis
1C86,01,St Louis encephalitis,A83.3,I,St Louis encephalitis
1C87,01,Rocio viral encephalitis,A83.6,I,Rocio virus disease
1C88,01,Murray Valley encephalitis,A83.4,I,Australian encephalitis
1C8B,01,California encephalitis,A83.5,I,California encephalitis
1C8C,01,Venezuelan equine encephalitis,A92.2,I,Venezuelan equine fever
1C8D,01,La Crosse encephalitis,A83.5,I,California encephalitis
1C8E,01,"Viral meningitis, not elsewhere classified",G02.0,VI,Meningitis in viral diseases classified elsewhere
1C8E.1,01,Enteroviral meningitis,A87.0,I,Enteroviral meningitis
1C8E.2,01,Meningitis due to adenovirus,A87.1,I,Adenoviral meningitis
1C8E.Y,01,"Other specified viral meningitis, not elsewhere classified",G02.0,VI,Meningitis in viral diseases classified elsewhere
1C8E.Z,01,"Viral meningitis, unspecified",G02.0,VI,Meningitis in viral diseases classified elsewhere
1C8F,01,Lymphocytic choriomeningitis,A87.2,I,Lymphocytic choriomeningitis
1C8G,01,Tick-borne encephalitis,A84.9,I,"Tick-borne viral encephalitis, unspecified"
1C8G.0,01,Far Eastern tick-borne encephalitis,A84.0,I,Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis]
1C8G.1,01,Central European tick-borne encephalitis,A84.1,I,Central European tick-borne encephalitis
1C8G.2,01,Siberian tick-borne encephalitis,A84.9,I,"Tick-borne viral encephalitis, unspecified"
1C8G.Z,01,"Tick-borne encephalitis, unspecified",A84.9,I,"Tick-borne viral encephalitis, unspecified"
1C8H,01,"Viral myelitis, not elsewhere classified",A80-A89,I,Viral infections of the central nervous system
1C8Y,01,Other specified viral infections of the central nervous system,A80-A89,I,Viral infections of the central nervous system
1C8Z,01,"Viral infections of the central nervous system, unspecified",A80-A89,I,Viral infections of the central nervous system
1D00,01,"Infectious encephalitis, not elsewhere classified",G04,VI,"Encephalitis, myelitis and encephalomyelitis"
1D00.0,01,Bacterial encephalitis,G04.2,VI,"Bacterial meningoencephalitis and meningomyelitis, not elsewhere classified"
1D00.1,01,Fungal encephalitis,G04,VI,"Encephalitis, myelitis and encephalomyelitis"
1D00.2,01,Parasitic or protozoal encephalitis,G04,VI,"Encephalitis, myelitis and encephalomyelitis"
1D00.Y,01,"Other specified infectious encephalitis, not elsewhere classified",G04.8,VI,"Other encephalitis, myelitis and encephalomyelitis"
1D00.Z,01,"Infectious encephalitis, unspecified",G04,VI,"Encephalitis, myelitis and encephalomyelitis"
1D01,01,"Infectious meningitis, not elsewhere classified",G03.9,VI,"Meningitis, unspecified"
1D01.0,01,Bacterial meningitis,G00,VI,"Bacterial meningitis, not elsewhere classified"
1D01.00,01,Meningitis due to Haemophilus influenzae,G00.0,VI,Haemophilus meningitis
1D01.0Y,01,Other specified bacterial meningitis,G00.8,VI,Other bacterial meningitis
1D01.0Z,01,"Bacterial meningitis, unspecified",G00,VI,"Bacterial meningitis, not elsewhere classified"
1D01.1,01,Fungal meningitis,G02.1,VI,Meningitis in mycoses
1D01.2,01,Parasitic or protozoal meningitis,G03.9,VI,"Meningitis, unspecified"
1D01.3,01,Benign recurrent meningitis,G03.2,VI,Benign recurrent meningitis [Mollaret]
1D01.Y,01,"Other specified infectious meningitis, not elsewhere classified",G03.9,VI,"Meningitis, unspecified"
1D01.Z,01,"Infectious meningitis, unspecified",G03.9,VI,"Meningitis, unspecified"
1D02,01,"Infectious myelitis, not elsewhere classified",G04,VI,"Encephalitis, myelitis and encephalomyelitis"
1D02.0,01,Bacterial myelitis,G04.2,VI,"Bacterial meningoencephalitis and meningomyelitis, not elsewhere classified"
1D02.2,01,Fungal myelitis,G04,VI,"Encephalitis, myelitis and encephalomyelitis"
1D02.3,01,Parasitic myelitis,G04,VI,"Encephalitis, myelitis and encephalomyelitis"
1D02.Y,01,"Other specified infectious myelitis, not elsewhere classified",G04.8,VI,"Other encephalitis, myelitis and encephalomyelitis"
1D02.Z,01,"Infectious myelitis, unspecified",G04,VI,"Encephalitis, myelitis and encephalomyelitis"
1D03,01,Infectious abscess of the central nervous system,G00-G09,VI,Inflammatory diseases of the central nervous system
1D03.0,01,Intraspinal intramedullary abscess,G00-G09,VI,Inflammatory diseases of the central nervous system
1D03.1,01,Intraspinal subdural abscess,G00-G09,VI,Inflammatory diseases of the central nervous system
1D03.2,01,Intraspinal extradural abscess,G00-G09,VI,Inflammatory diseases of the central nervous system
1D03.3,01,Intracranial abscess,G06.0,VI,Intracranial abscess and granuloma
1D03.30,01,Deep cerebral hemispheric abscess,G06.0,VI,Intracranial abscess and granuloma
1D03.31,01,Abscess of the corpus callosum,G06.0,VI,Intracranial abscess and granuloma
1D03.32,01,Pituitary abscess,G06.0,VI,Intracranial abscess and granuloma
1D03.33,01,Multiple or widespread intracranial abscess,G06.0,VI,Intracranial abscess and granuloma
1D03.3Y,01,Other specified intracranial abscess,G06.0,VI,Intracranial abscess and granuloma
1D03.3Z,01,"Intracranial abscess, unspecified",G06.0,VI,Intracranial abscess and granuloma
1D03.4,01,Intraspinal epidural abscess,G00-G09,VI,Inflammatory diseases of the central nervous system
1D03.5,01,Spinal cord abscess,G00-G09,VI,Inflammatory diseases of the central nervous system
1D03.Y,01,Other specified site of infectious abscess of the central nervous system,G00-G09,VI,Inflammatory diseases of the central nervous system
1D03.Z,01,"Infectious abscess of the central nervous system, site unspecified",G00-G09,VI,Inflammatory diseases of the central nervous system
1D04,01,Infectious granulomas of the central nervous system,G00-G09,VI,Inflammatory diseases of the central nervous system
1D04.0,01,Parasitic intracerebral granuloma,G00-G09,VI,Inflammatory diseases of the central nervous system
1D04.1,01,Intracranial granuloma,G06.0,VI,Intracranial abscess and granuloma
1D04.10,01,Fungal intracranial granuloma,G06.0,VI,Intracranial abscess and granuloma
1D04.1Y,01,Other specified intracranial granuloma,G06.0,VI,Intracranial abscess and granuloma
1D04.1Z,01,"Intracranial granuloma, unspecified",G06.0,VI,Intracranial abscess and granuloma
1D04.2,01,Intraspinal intramedullary granuloma,G00-G09,VI,Inflammatory diseases of the central nervous system
1D04.3,01,Intraspinal subdural granuloma,G00-G09,VI,Inflammatory diseases of the central nervous system
1D04.4,01,Intraspinal extradural granuloma,G00-G09,VI,Inflammatory diseases of the central nervous system
1D04.5,01,Intraspinal epidural granuloma,G00-G09,VI,Inflammatory diseases of the central nervous system
1D04.Y,01,Other specified site of infectious granulomas of the central nervous system,G00-G09,VI,Inflammatory diseases of the central nervous system
1D04.Z,01,"Infectious granulomas of the central nervous system, site unspecified",G00-G09,VI,Inflammatory diseases of the central nervous system
