code,level,preferred,term,codeReference,obs,seeAlso,excludes,other,description
95210/3,Preferred,1,Olfactory neurocytoma,C30.0,,,,,Olfactory neurocytoma (C30.0)
95210/3,Synonym,0,Esthesioneurocytoma,C30.0,,,,,Esthesioneurocytoma (C30.0)
95220/3,Preferred,1,Olfactory neuroblastoma,C30.0,,,,,Olfactory neuroblastoma (C30.0)
95220/3,Synonym,0,Esthesioneuroblastoma,C30.0,,,,,Esthesioneuroblastoma (C30.0)
95230/3,Preferred,1,Olfactory neuroepithelioma,C30.0,,,,,Olfactory neuroepithelioma (C30.0)
95230/3,Synonym,0,Esthesioneuroepithelioma,C30.0,,,,,Esthesioneuroepithelioma (C30.0)
95300/0,Preferred,1,"Meningioma, NOS",,,,,,"Meningioma, NOS"
95300/0,Related,0,Ectopic meningioma,,,,,,Ectopic meningioma
95300/0,Synonym,0,Extradural meningioma,,,,,,Extradural meningioma
95300/0,Synonym,0,Extracranial/extraspinal meningioma,,,,,,Extracranial/extraspinal meningioma
95300/0,Synonym,0,Extraneuraxial meningioma,,,,,,Extraneuraxial meningioma
95300/0,Synonym,0,Heterotopic meningioma,,,,,,Heterotopic meningioma
95300/0,Related,0,Calvarial meningioma,C41.0,,,,,Calvarial meningioma (C41.0)
95300/0,Synonym,0,Intraosseous meningioma,,,,,,Intraosseous meningioma
95301/0,Preferred,1,Lymphoplasmacyte-rich meningioma,,,,,,Lymphoplasmacyte-rich meningioma
95302/0,Preferred,1,Metaplastic meningioma,,,,,,Metaplastic meningioma
95303/0,Preferred,1,Microcystic meningioma,,,,,,Microcystic meningioma
95304/0,Preferred,1,Secretory meningioma,,,,,,Secretory meningioma
95300/3,Preferred,1,"Meningioma, anaplastic",,,,,,"Meningioma, anaplastic"
95300/3,Synonym,0,"Meningioma, malignant",,,,,,"Meningioma, malignant"
95300/3,Synonym,0,"Meningioma, grade 3",,,,,,"Meningioma, grade 3"
95300/3,Synonym,0,Leptomeningeal sarcoma,,,,,,Leptomeningeal sarcoma
95300/3,Synonym,0,Meningeal sarcoma,,,,,,Meningeal sarcoma
95300/3,Synonym,0,Meningothelial sarcoma,,,,,,Meningothelial sarcoma
95310/0,Preferred,1,Meningothelial meningioma,,,,,,Meningothelial meningioma
95310/0,Synonym,0,Endotheliomatous meningioma,,,,,,Endotheliomatous meningioma
95310/0,Synonym,0,Syncytial meningioma,,,,,,Syncytial meningioma
95320/0,Preferred,1,Fibrous meningioma,,,,,,Fibrous meningioma
95320/0,Synonym,0,Fibroblastic meningioma,,,,,,Fibroblastic meningioma
95330/0,Preferred,1,Psammomatous meningioma,,,,,,Psammomatous meningioma
95340/0,Preferred,1,Angiomatous meningioma,,,,,,Angiomatous meningioma
95350/0,Preferred,1,Haemangioblastic meningioma,,[obs],,,,Haemangioblastic meningioma [obs]
95350/0,Synonym,0,Angioblastic meningioma,,[obs],,,,Angioblastic meningioma [obs]
95370/0,Preferred,1,Transitional meningioma,,,,,,Transitional meningioma
95370/0,Synonym,0,Mixed meningioma,,,,,,Mixed meningioma
95380/1,Preferred,1,Clear cell meningioma,,,,,,Clear cell meningioma
95381/1,Preferred,1,Chordoid meningioma,,,,,,Chordoid meningioma
95382/3,Preferred,1,Rhabdoid meningioma,,,,,,Rhabdoid meningioma
95383/3,Preferred,1,Papillary meningioma,,,,,,Papillary meningioma
95390/1,Preferred,1,Atypical meningioma,,,,,,Atypical meningioma
95390/3,Preferred,1,Meningeal sarcomatosis,,[obs],,,,Meningeal sarcomatosis [obs]
95400/0,Preferred,1,"Neurofibroma, NOS",,,,,,"Neurofibroma, NOS"
95405/0,Preferred,1,Cellular neurofibroma,,,,,,Cellular neurofibroma
95406/0,Preferred,1,Diffuse neurofibroma,,,,,,Diffuse neurofibroma
95407/0,Preferred,1,Nodular neurofibroma,,,,,,Nodular neurofibroma
95408/0,Preferred,1,Massive soft tissue neurofibroma,,,,,,Massive soft tissue neurofibroma
95409/0,Preferred,1,Solitary neurofibroma,,,,,,Solitary neurofibroma
9540A/0,Preferred,1,"Neurofibroma, ancient",,,,,,"Neurofibroma, ancient"
95400/1,Preferred,1,Atypical neurofibroma/Atypical neurofibromatous neoplasm of uncertain biological potential,,,,,,Atypical neurofibroma/Atypical neurofibromatous neoplasm of uncertain biological potential
95400/1,Synonym,0,Atypical neurofibroma,,,,,,Atypical neurofibroma
95400/1,Synonym,0,Atypical neurofibromatous neoplasm of uncertain biological potential,,,,,,Atypical neurofibromatous neoplasm of uncertain biological potential
95400/3,Preferred,1,"Malignant peripheral nerve sheath tumour, NOS",,,,,,"Malignant peripheral nerve sheath tumour, NOS"
95400/3,Synonym,0,"MPNST, NOS",,,,,,"MPNST, NOS"
95400/3,Synonym,0,Neurofibrosarcoma,,[obs],,,,Neurofibrosarcoma [obs]
95400/3,Synonym,0,Neurogenic sarcoma,,[obs],,,,Neurogenic sarcoma [obs]
95400/3,Synonym,0,Neurosarcoma,,[obs],,,,Neurosarcoma [obs]
95401/3,Preferred,1,Malignant melanotic nerve sheath tumour,,,,,,Malignant melanotic nerve sheath tumour
95401/3,Synonym,0,Melanotic MPNST,,,,,,Melanotic MPNST
95401/3,Synonym,0,Melanotic psammomatous MPNST,,,,,,Melanotic psammomatous MPNST
95401/3,Synonym,0,Malignant melanotic Schwannian tumour,,,,,,Malignant melanotic Schwannian tumour
95401/3,Synonym,0,Melanotic schwannoma,,,,,,Melanotic schwannoma
95401/3,Synonym,0,"Schwannoma, psammomatous melanotic",,,,,,"Schwannoma, psammomatous melanotic"
95401/3,Synonym,0,Pigmented schwannoma,,,,,,Pigmented schwannoma
95402/3,Preferred,1,MPNST with glandular differentiation,,,,,,MPNST with glandular differentiation
95403/3,Preferred,1,MPNST with mesenchymal differentiation,,,,,,MPNST with mesenchymal differentiation
95404/3,Preferred,1,MPNST with perineurial differentiation,,,,,,MPNST with perineurial differentiation
95404/3,Synonym,0,Perineurial malignant peripheral nerve sheath tumour,,,,,,Perineurial malignant peripheral nerve sheath tumour
95410/0,Preferred,1,Melanotic neurofibroma,,,,,,Melanotic neurofibroma
95420/3,Preferred,1,"Malignant peripheral nerve sheath tumour, epithelioid",,,,,,"Malignant peripheral nerve sheath tumour, epithelioid"
95420/3,Synonym,0,Epithelioid MPNST,,,,,,Epithelioid MPNST
95500/0,Preferred,1,Plexiform neurofibroma,,,,,,Plexiform neurofibroma
95500/0,Synonym,0,Plexiform neuroma,,,,,,Plexiform neuroma
95600/0,Preferred,1,"Schwannoma, NOS",,,,,,"Schwannoma, NOS"
95600/0,Synonym,0,"Neurilemoma, NOS",,,,,,"Neurilemoma, NOS"
95600/0,Synonym,0,Neurinoma,,,,,,Neurinoma
95600/0,Related,0,Vestibular schwannoma,C72.4,,,,,Vestibular schwannoma (C72.4)
95600/0,Synonym,0,Acoustic neuroma,C72.4,,,,,Acoustic neuroma (C72.4)
95601/0,Preferred,1,Ancient schwannoma,,,,,,Ancient schwannoma
95602/0,Preferred,1,Cellular schwannoma,,,,,,Cellular schwannoma
95603/0,Preferred,1,Degenerated schwannoma,,,,,,Degenerated schwannoma
95604/0,Preferred,1,Plexiform schwannoma,,,,,,Plexiform schwannoma
95605/0,Preferred,1,Psammomatous schwannoma,,,(See also M-95401/3),,,Psammomatous schwannoma (See also M-95401/3)
95606/0,Preferred,1,Epithelioid schwannoma,,,,,,Epithelioid schwannoma
95607/0,Preferred,1,Microcystic/reticular schwannoma,,,,,,Microcystic/reticular schwannoma
95607/0,Synonym,0,Microcystic reticular schwannoma,,,,,,Microcystic reticular schwannoma
95608/0,Preferred,1,Neuroblastoma-like schwannoma,,,,,,Neuroblastoma-like schwannoma
95600/3,Preferred,1,"Neurilemoma, malignant",,[obs],,,,"Neurilemoma, malignant [obs]"
95600/3,Synonym,0,"Malignant schwannoma, NOS",,[obs],,,,"Malignant schwannoma, NOS [obs]"
95600/3,Synonym,0,Neurilemmosarcoma,,[obs],,,,Neurilemmosarcoma [obs]
95610/3,Preferred,1,Malignant peripheral nerve sheath tumour with rhabdomyoblastic differentiation,,,,,,Malignant peripheral nerve sheath tumour with rhabdomyoblastic differentiation
95610/3,Synonym,0,Malignant schwannoma with rhabdomyoblastic differentiation,,,,,,Malignant schwannoma with rhabdomyoblastic differentiation
95610/3,Synonym,0,MPNST with rhabdomyoblastic differentiation,,,,,,MPNST with rhabdomyoblastic differentiation
95610/3,Synonym,0,"Triton tumour, malignant",,,,,,"Triton tumour, malignant"
95620/0,Preferred,1,Cellular neurothekeoma,,,,,,Cellular neurothekeoma
95620/0,Synonym,0,"Neurothekeoma, NOS",,,,,,"Neurothekeoma, NOS"
95621/0,Preferred,1,Dermal nerve sheath myxoma,C44._,,,,,Dermal nerve sheath myxoma (C44._)
95621/0,Synonym,0,Nerve sheath myxoma,,,,,,Nerve sheath myxoma
95630/0,Preferred,1,"Nerve sheath tumour, NOS",,,,,,"Nerve sheath tumour, NOS"
95631/0,Preferred,1,Hybrid nerve sheath tumour,,,,,,Hybrid nerve sheath tumour
95631/0,Synonym,0,"Benign nerve sheath tumour, NOS",,,,,,"Benign nerve sheath tumour, NOS"
95631/0,Synonym,0,"Benign peripheral nerve sheath tumour, NOS",,,,,,"Benign peripheral nerve sheath tumour, NOS"
95631/0,Related,0,Perineurioma/schwannoma,,,,,,Perineurioma/schwannoma
95631/0,Synonym,0,Schwannoma/perineurioma,,,,,,Schwannoma/perineurioma
95631/0,Related,0,Neurofibroma/schwannoma,,,,,,Neurofibroma/schwannoma
95631/0,Related,0,Neurofibroma/perineurioma,,,,,,Neurofibroma/perineurioma
95631/0,Synonym,0,Perineurioma/neurofibroma,,,,,,Perineurioma/neurofibroma
95632/0,Preferred,1,"Epithelial sheath neuroma, NOS",,,,,,"Epithelial sheath neuroma, NOS"
95632/0,Synonym,0,"Dermal hyperneury, NOS",,,,,,"Dermal hyperneury, NOS"
95633/0,Preferred,1,"Dermal hyperneury/epithelial sheath neuroma, syndromic",,,,,,"Dermal hyperneury/epithelial sheath neuroma, syndromic"
95634/0,Preferred,1,"Dermal hyperneury/epithelial sheath neuroma, sporadic",,,,,,"Dermal hyperneury/epithelial sheath neuroma, sporadic"
95635/0,Preferred,1,NTRK-rearranged spindle cell neoplasm,,,,,,NTRK-rearranged spindle cell neoplasm
95635/0,Synonym,0,Lipofibromatosis-like neural tumour,,,,,,Lipofibromatosis-like neural tumour
95635/0,Synonym,0,NTRK-positive tumour resembling peripheral nerve sheath tumour,,,,,,NTRK-positive tumour resembling peripheral nerve sheath tumour
95700/0,Preferred,1,"Neuroma, NOS",,,,,,"Neuroma, NOS"
95701/0,Preferred,1,Solitary circumscribed neuroma,,,,,,Solitary circumscribed neuroma
95701/0,Synonym,0,Palisaded encapsulated neuroma,,,,,,Palisaded encapsulated neuroma
95701/0,Synonym,0,Palisaded and encapsulated neuroma,,,,,,Palisaded and encapsulated neuroma
95702/0,Preferred,1,"Neuroma, plexiform solitary circumscribed",,,,,,"Neuroma, plexiform solitary circumscribed"
95710/0,Preferred,1,"Perineurioma, NOS",,,,,,"Perineurioma, NOS"
95710/0,Synonym,0,"Fibroblastic polyp, benign",,,,,,"Fibroblastic polyp, benign"
95711/0,Preferred,1,Intraneural perineurioma,,,,,,Intraneural perineurioma
95712/0,Preferred,1,Soft tissue perineurioma,,,,,,Soft tissue perineurioma
95713/0,Preferred,1,Reticular perineurioma,,,,,,Reticular perineurioma
95714/0,Preferred,1,Sclerosing perineurioma,,,,,,Sclerosing perineurioma
95710/3,Preferred,1,"Perineurioma, malignant",,,,,,"Perineurioma, malignant"
95800/0,Preferred,1,"Granular cell tumour, NOS",,,,(except of sellar region M-95820/0),,"Granular cell tumour, NOS (except of sellar region M-95820/0)"
95800/0,Synonym,0,"Granular cell myoblastoma, NOS",,[obs],,,,"Granular cell myoblastoma, NOS [obs]"
95800/3,Preferred,1,"Granular cell tumour, malignant",,,,,,"Granular cell tumour, malignant"
95800/3,Synonym,0,"Granular cell myoblastoma, malignant",,[obs],,,,"Granular cell myoblastoma, malignant [obs]"
95810/3,Preferred,1,Alveolar soft part sarcoma,,,,,,Alveolar soft part sarcoma
95820/0,Preferred,1,Granular cell tumour of sellar region,C75.1,,,,,Granular cell tumour of sellar region (C75.1)
95820/0,Synonym,0,Granular cell pituicytoma,C75.1,,,,,Granular cell pituicytoma (C75.1)
95820/0,Synonym,0,Pituicytoma with granular features,C75.1,,,,,Pituicytoma with granular features (C75.1)
95900/3,Preferred,1,"Malignant lymphoma, NOS",,,,,,"Malignant lymphoma, NOS"
95900/3,Synonym,0,"Lymphoma, NOS",,,,,,"Lymphoma, NOS"
95900/3,Synonym,0,Microglioma,C71._,[obs],,,,Microglioma (C71._) [obs]
95911/1,Preferred,1,"Monoclonal B-cell lymphocytosis, NOS",,,(See also M-98230/1),,,"Monoclonal B-cell lymphocytosis, NOS (See also M-98230/1)"
95912/1,Preferred,1,"Monoclonal B-cell lymphocytosis, non-chronic lymphocytic leukaemia type",,,,,,"Monoclonal B-cell lymphocytosis, non-chronic lymphocytic leukaemia type"
95912/1,Synonym,0,"Monoclonal B-cell lymphocytosis, non-CLL type",,,,,,"Monoclonal B-cell lymphocytosis, non-CLL type"
95912/1,Synonym,0,"Monoclonal B-cell lymphocytosis, non-CLL/SLL type",,,,,,"Monoclonal B-cell lymphocytosis, non-CLL/SLL type"
95910/3,Preferred,1,"Malignant lymphoma, non-Hodgkin, NOS",,,,,,"Malignant lymphoma, non-Hodgkin, NOS"
95910/3,Synonym,0,"Non-Hodgkin lymphoma, NOS",,,,,,"Non-Hodgkin lymphoma, NOS"
95910/3,Related,0,"Malignant lymphoma, lymphocytic, intermediate differentiation, nodular",,[obs],,,,"Malignant lymphoma, lymphocytic, intermediate differentiation, nodular [obs]"
95910/3,Related,0,"Malignant lymphoma, lymphocytic, poorly differentiated, diffuse",,[obs],,,,"Malignant lymphoma, lymphocytic, poorly differentiated, diffuse [obs]"
95910/3,Synonym,0,"Malignant lymphoma, cleaved cell, NOS",,[obs],,,,"Malignant lymphoma, cleaved cell, NOS [obs]"
95910/3,Synonym,0,"Malignant lymphoma, small cleaved cell, NOS",,[obs],,,,"Malignant lymphoma, small cleaved cell, NOS [obs]"
95910/3,Related,0,"Malignant lymphoma, small cell, noncleaved, diffuse",,[obs],,,,"Malignant lymphoma, small cell, noncleaved, diffuse [obs]"
95910/3,Synonym,0,"Malignant lymphoma, undifferentiated cell type, NOS",,[obs],,,,"Malignant lymphoma, undifferentiated cell type, NOS [obs]"
95910/3,Synonym,0,"Malignant lymphoma, undifferentiated cell, non-Burkitt",,[obs],,,,"Malignant lymphoma, undifferentiated cell, non-Burkitt [obs]"
95910/3,Related,0,"Malignant lymphoma, small cleaved cell, diffuse",,[obs],,,,"Malignant lymphoma, small cleaved cell, diffuse [obs]"
95910/3,Related,0,"Lymphosarcoma, NOS",,[obs],,,,"Lymphosarcoma, NOS [obs]"
95910/3,Synonym,0,"Lymphosarcoma, diffuse",,[obs],,,,"Lymphosarcoma, diffuse [obs]"
95910/3,Related,0,"Malignant lymphoma, non-cleaved cell, NOS",,,,,,"Malignant lymphoma, non-cleaved cell, NOS"
95910/3,Related,0,"Reticulum cell sarcoma, NOS",,[obs],,,,"Reticulum cell sarcoma, NOS [obs]"
95910/3,Synonym,0,"Reticulosarcoma, NOS",,[obs],,,,"Reticulosarcoma, NOS [obs]"
95910/3,Synonym,0,"Reticulum cell sarcoma, diffuse",,[obs],,,,"Reticulum cell sarcoma, diffuse [obs]"
95910/3,Synonym,0,"Reticulosarcoma, diffuse",,[obs],,,,"Reticulosarcoma, diffuse [obs]"
95911/3,Preferred,1,"B-cell lymphoma, NOS",,,,,,"B-cell lymphoma, NOS"
95913/3,Preferred,1,"Malignant lymphoma, diffuse, NOS",,,,,,"Malignant lymphoma, diffuse, NOS"
95914/3,Preferred,1,Splenic B-cell lymphoma/Leukaemia with prominent nucleoli,C42.2,,,,,Splenic B-cell lymphoma/Leukaemia with prominent nucleoli (C42.2)
95914/3,Synonym,0,Hairy cell leukaemia variant,,,,,,Hairy cell leukaemia variant
95915/3,Preferred,1,Splenic diffuse red pulp small B-cell lymphoma,C42.2,,,,,Splenic diffuse red pulp small B-cell lymphoma (C42.2)
95916/3,Preferred,1,"Splenic B-cell lymphoma/leukaemia, unclassifiable",C42.2,,,,,"Splenic B-cell lymphoma/leukaemia, unclassifiable (C42.2)"
95917/3,Preferred,1,"B-cell lymphoma, low-grade",,,,,,"B-cell lymphoma, low-grade"
95960/3,Preferred,1,Mediastinal grey zone lymphoma,,,,,,Mediastinal grey zone lymphoma
95960/3,Synonym,0,Composite Hodgkin and non-Hodgkin lymphoma,,,,,,Composite Hodgkin and non-Hodgkin lymphoma
95960/3,Synonym,0,"B-cell lymphoma, unclassifiable, with features intermediate between diffuse large B-cell lymphoma and classic Hodgkin lymphoma",,,,,,"B-cell lymphoma, unclassifiable, with features intermediate between diffuse large B-cell lymphoma and classic Hodgkin lymphoma"
95970/3,Preferred,1,Primary cutaneous follicle centre lymphoma,C44._,,,,,Primary cutaneous follicle centre lymphoma (C44._)
96500/3,Preferred,1,"Hodgkin lymphoma, NOS",,,,,,"Hodgkin lymphoma, NOS"
96500/3,Synonym,0,"Hodgkin disease, NOS",,,,,,"Hodgkin disease, NOS"
96500/3,Synonym,0,"Malignant lymphoma, Hodgkin",,,,,,"Malignant lymphoma, Hodgkin"
96501/3,Preferred,1,"Classic Hodgkin lymphoma, NOS",,,,,,"Classic Hodgkin lymphoma, NOS"
96502/3,Preferred,1,Classical Hodgkin lymphoma post-transplant lymphoproliferative disease,,,,,,Classical Hodgkin lymphoma post-transplant lymphoproliferative disease
96510/3,Preferred,1,"Classic Hodgkin lymphoma, lymphocyte-rich",,,,,,"Classic Hodgkin lymphoma, lymphocyte-rich"
96510/3,Synonym,0,"Hodgkin lymphoma, lymphocyte-rich",,,,,,"Hodgkin lymphoma, lymphocyte-rich"
96510/3,Synonym,0,"Classical Hodgkin lymphoma, lymphocyte-rich",,,,,,"Classical Hodgkin lymphoma, lymphocyte-rich"
96510/3,Synonym,0,"Hodgkin disease, lymphocyte predominance, NOS",,[obs],,,,"Hodgkin disease, lymphocyte predominance, NOS [obs]"
96510/3,Synonym,0,"Hodgkin disease, lymphocyte predominance, diffuse",,[obs],,,,"Hodgkin disease, lymphocyte predominance, diffuse [obs]"
96510/3,Synonym,0,"Hodgkin disease, lymphocytic-histiocytic predominance",,[obs],,,,"Hodgkin disease, lymphocytic-histiocytic predominance [obs]"
96520/3,Preferred,1,"Classic Hodgkin lymphoma, mixed-cellularity",,,,,,"Classic Hodgkin lymphoma, mixed-cellularity"
96520/3,Synonym,0,"Hodgkin lymphoma, mixed-cellularity, NOS",,,,,,"Hodgkin lymphoma, mixed-cellularity, NOS"
96520/3,Synonym,0,"Classical Hodgkin lymphoma, mixed-cellularity, NOS",,,,,,"Classical Hodgkin lymphoma, mixed-cellularity, NOS"
96530/3,Preferred,1,"Classic Hodgkin lymphoma, lymphocyte-depleted",,,,,,"Classic Hodgkin lymphoma, lymphocyte-depleted"
96530/3,Synonym,0,"Hodgkin lymphoma, lymphocyte depletion, NOS",,,,,,"Hodgkin lymphoma, lymphocyte depletion, NOS"
96530/3,Synonym,0,"Classical Hodgkin lymphoma, lymphocyte depletion, NOS",,,,,,"Classical Hodgkin lymphoma, lymphocyte depletion, NOS"
96540/3,Preferred,1,"Hodgkin lymphoma, lymphocyte depletion, diffuse fibrosis",,,,,,"Hodgkin lymphoma, lymphocyte depletion, diffuse fibrosis"
96540/3,Synonym,0,"Classical Hodgkin lymphoma, lymphocyte depletion, diffuse fibrosis",,[obs],,,,"Classical Hodgkin lymphoma, lymphocyte depletion, diffuse fibrosis [obs]"
96550/3,Preferred,1,"Hodgkin lymphoma, lymphocyte depletion, reticular",,[obs],,,,"Hodgkin lymphoma, lymphocyte depletion, reticular [obs]"
96550/3,Synonym,0,"Classical Hodgkin lymphoma, lymphocyte depletion, reticular",,[obs],,,,"Classical Hodgkin lymphoma, lymphocyte depletion, reticular [obs]"
96590/3,Preferred,1,"Hodgkin lymphoma, nodular lymphocyte-predominant",,,,,,"Hodgkin lymphoma, nodular lymphocyte-predominant"
96590/3,Synonym,0,Nodular lymphocyte predominant B-cell lymphoma,,,,,,Nodular lymphocyte predominant B-cell lymphoma
96590/3,Synonym,0,"Hodgkin lymphoma, nodular lymphocyte-predominant type",,,,,,"Hodgkin lymphoma, nodular lymphocyte-predominant type"
96590/3,Synonym,0,"Hodgkin paragranuloma, NOS",,[obs],,,,"Hodgkin paragranuloma, NOS [obs]"
96590/3,Synonym,0,"Hodgkin paragranuloma, nodular",,[obs],,,,"Hodgkin paragranuloma, nodular [obs]"
96610/3,Preferred,1,Hodgkin granuloma,,[obs],,,,Hodgkin granuloma [obs]
96620/3,Preferred,1,Hodgkin sarcoma,,[obs],,,,Hodgkin sarcoma [obs]
96630/3,Preferred,1,"Classic Hodgkin lymphoma, nodular sclerosis, NOS",,,,,,"Classic Hodgkin lymphoma, nodular sclerosis, NOS"
96630/3,Synonym,0,"Hodgkin lymphoma, nodular sclerosis, NOS",,,,,,"Hodgkin lymphoma, nodular sclerosis, NOS"
96630/3,Synonym,0,"Classical Hodgkin lymphoma, nodular sclerosis, NOS",,[obs],,,,"Classical Hodgkin lymphoma, nodular sclerosis, NOS [obs]"
96630/3,Synonym,0,"Hodgkin disease, nodular sclerosis, NOS",,,,,,"Hodgkin disease, nodular sclerosis, NOS"
96640/3,Preferred,1,"Hodgkin lymphoma, nodular sclerosis, cellular phase",,,,,,"Hodgkin lymphoma, nodular sclerosis, cellular phase"
96640/3,Synonym,0,"Classic Hodgkin lymphoma, nodular sclerosis, cellular phase",,[obs],,,,"Classic Hodgkin lymphoma, nodular sclerosis, cellular phase [obs]"
96640/3,Synonym,0,"Classical Hodgkin lymphoma, nodular sclerosis, cellular phase",,[obs],,,,"Classical Hodgkin lymphoma, nodular sclerosis, cellular phase [obs]"
96650/3,Preferred,1,"Hodgkin lymphoma, nodular sclerosis, grade 1",,,,,,"Hodgkin lymphoma, nodular sclerosis, grade 1"
96650/3,Synonym,0,"Classic Hodgkin lymphoma, nodular sclerosis, grade 1",,,,,,"Classic Hodgkin lymphoma, nodular sclerosis, grade 1"
96650/3,Synonym,0,"Classical Hodgkin lymphoma, nodular sclerosis, grade 1",,[obs],,,,"Classical Hodgkin lymphoma, nodular sclerosis, grade 1 [obs]"
96650/3,Synonym,0,"Hodgkin disease, nodular sclerosis, lymphocyte predominance",,,,,,"Hodgkin disease, nodular sclerosis, lymphocyte predominance"
96650/3,Synonym,0,"Hodgkin disease, nodular sclerosis, mixed-cellularity",,,,,,"Hodgkin disease, nodular sclerosis, mixed-cellularity"
96670/3,Preferred,1,"Hodgkin lymphoma, nodular sclerosis, grade 2",,,,,,"Hodgkin lymphoma, nodular sclerosis, grade 2"
96670/3,Synonym,0,"Classic Hodgkin lymphoma, nodular sclerosis, grade 2",,,,,,"Classic Hodgkin lymphoma, nodular sclerosis, grade 2"
96670/3,Synonym,0,"Classical Hodgkin lymphoma, nodular sclerosis, grade 2",,[obs],,,,"Classical Hodgkin lymphoma, nodular sclerosis, grade 2 [obs]"
96670/3,Synonym,0,"Hodgkin disease, nodular sclerosis, lymphocyte depletion",,,,,,"Hodgkin disease, nodular sclerosis, lymphocyte depletion"
96670/3,Synonym,0,"Hodgkin disease, nodular sclerosis, syncytial variant",,,,,,"Hodgkin disease, nodular sclerosis, syncytial variant"
96710/3,Preferred,1,Lymphoplasmacytic lymphoma,,,(See also M-97610/3 - M 97612/3),,,Lymphoplasmacytic lymphoma (See also M-97610/3 - M 97612/3)
